,CAMIS,DBA,PHONE,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,target
16693,50019248,EL VIEJO YAYO RESTAURANT & BAR,7183223920,QUEENS,9712,101ST AVE,11416,Spanish,1
16694,50019260,LEO'S DELI & GRILL,3474629400,BROOKLYN,604,E 102ND ST,11236,Delicatessen,1
16695,50019263,APPLEBEE'S,7187925000,BRONX,1776,EASTCHESTER RD,10461,American,0
16696,50019273,SUBWAY,9173882499,MANHATTAN,221,E BROADWAY,10002,Sandwiches/Salads/Mixed Buffet,0
16697,50019274,VALL'S PIZZERIA,7187202333,STATEN ISLAND,1924,RICHMOND TER,10302,Pizza/Italian,1
16698,50019276,OH BAGELS CAFE,7185395329,QUEENS,34-30,UNION ST,11354,Delicatessen,1
16699,50019277,LENWICH,2125322653,MANHATTAN,459,PARK AVE S,10016,American,1
16700,50019282,SUBWAY,9293281257,QUEENS,6818,ROOSEVELT AVE,11377,Sandwiches/Salads/Mixed Buffet,0
16701,50019284,ENCUENTRO RESTAURANT,7187794245,QUEENS,3729,103RD ST,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
16702,50032577,KISMET CATERERS,7188285510,BRONX,1995,WESTCHESTER AVE,10462,American,0
16703,50032583,MUSE CAFE,7187885800,BROOKLYN,497,6TH AVE,11215,Caf̩/Coffee/Tea,0
16704,50032584,YAN KEE BEEF JERKY,2129651206,MANHATTAN,44,CANAL ST,10002,Asian,0
16705,50032585,DRAGON CITY RESTAURANT,7186580088,QUEENS,9510,SUTPHIN BLVD,11435,Chinese,0
16706,50032589,BAR CATALINA,2125414000,MANHATTAN,675,9TH AVE,10036,Mediterranean,1
16707,50032591,YAYO'S AT 59 RESTAURANT,7184925634,BROOKLYN,5823,4TH AVE,11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
16708,50032592,MAD 46,2126619600,MANHATTAN,45,E 45TH ST,10017,American,0
16709,50032593,KENNEDY FRIED CHICKEN PIZZA AND GRILL,7186574819,QUEENS,8770,PARSONS BLVD,11432,Chicken,1
16710,50032595,GOEMON CURRY,2122261262,MANHATTAN,29,KENMARE ST,10012,Japanese,0
16711,50032596,THE FOOD SERMON,7184847555,BROOKLYN,355,ROGERS AVE,11225,Caribbean,0
16712,50032597,M & R PIZZA,7186530008,BRONX,7,E 208TH ST,10467,Pizza,0
16713,50032599,WILD GINGER,7182188828,BROOKLYN,182,N 10TH ST,11211,Vegetarian,1
16714,50032618,DAEJI DAEJI KOREAN BBQ,7188866797,QUEENS,4108,149TH PL,11355,Korean,0
16715,50032619,MASALA CLUB,2127497800,MANHATTAN,254,W 108TH ST,10025,Indian,1
16716,50032620,BAREBURGER,7189372273,QUEENS,4819,VERNON BLVD,11101,Hamburgers,0
16717,50032621,JAMESON'S BAR AND RESTAURANT,2125880146,MANHATTAN,975,2ND AVE,10022,American,0
16718,50032623,L'INDUSRIE PIZZERIA,7185990002,BROOKLYN,254,S 2ND ST,11211,Pizza,0
16719,50032626,LOTUS CAFE,2125674109,MANHATTAN,151,DYCKMAN ST,10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
16720,50032629,LOOSIE ROUGE,7183842904,BROOKLYN,91,S 6TH ST,11249,Creole/Cajun,1
16721,50032633,FILTERED,9179519215,MANHATTAN,1616,AMSTERDAM AVE,10031,Caf̩/Coffee/Tea,0
16722,50032637,O' CAFE,2122295700,MANHATTAN,79,5TH AVE,10003,Caf̩/Coffee/Tea,0
16723,50032642,DELICACY,2126974444,MANHATTAN,12,E 44TH ST,10017,Delicatessen,0
16724,50032643,PLAYA BETTY'S,2127120777,MANHATTAN,320,AMSTERDAM AVE,10023,American,0
16725,50032646,ANGELO'S PIZZA,7183265757,QUEENS,5764,MASPETH AVE,11378,Pizza,0
16726,50032652,LAS DELICIAS RESTAURANT & BAKERY,7184604911,QUEENS,1801,COLLEGE POINT BLVD,11356,Spanish,1
16727,50032654,JAVELINA,2125390202,MANHATTAN,119,E 18TH ST,10003,Mexican,0
16728,50032657,EMPIRE GARDEN,7184283861,QUEENS,6117,SPRINGFIELD BLVD,11364,Chinese,0
16729,50032659,GREAT DRAGON LIN CHINESE RESTAURANT,7188715300,BROOKLYN,4224,8TH AVE,11232,Chinese,0
16730,50032662,SCAVELLO'S ON THE ISLAND,3476803865,BRONX,101,CITY ISLAND AVE,10464,Italian,1
16731,50032663,NEW TONG & TACO 88,7183319259,BROOKLYN,7524,18TH AVE,11214,Tex-Mex,0
16732,50032670,TAQUERIA SANTA FE,7182699946,QUEENS,4708,47TH AVE,11377,Mexican,0
16733,50032677,DANIELA'S CAFE,7184310999,BROOKLYN,3901,NEW UTRECHT AVE,11219,Mexican,0
16734,50032681,STARBUCKS,2124727972,MANHATTAN,245,E 80TH ST,10075,Caf̩/Coffee/Tea,0
16735,50032685,FAMILY CHEF RESTAURANT & PIZZERIA,3472695111,BRONX,1381,OGDEN AVE,10452,Spanish,1
16736,50032688,BEDOUIN TENT,7188525555,BROOKLYN,405,ATLANTIC AVE,11217,Middle Eastern,0
16737,50032689,LIU'S SHANGHAI INC,7182566868,BROOKLYN,1869,BATH AVE,11214,Chinese,1
16738,50032691,KONDO JAPANESE RESTAURANT,3476171236,QUEENS,2913,BROADWAY,11106,Japanese,0
16739,50032701,KUU,2125717177,MANHATTAN,20,JOHN ST,10038,Japanese,1
16740,50032704,BY CHLOE,2122908000,MANHATTAN,185,BLEECKER ST,10012,Vegetarian,1
16741,50032708,STARBUCKS,7186790452,QUEENS,1,JFK INTL AIRPORT BLVD,11430,Caf̩/Coffee/Tea,0
16742,50032715,SUGAR HILL CAFE,2122342024,MANHATTAN,410,W 145TH ST,10031,Caf̩/Coffee/Tea,0
16743,50032718,THE SMILE NEWSSTAND,9177283023,MANHATTAN,177,FRANKLIN ST,10013,Caf̩/Coffee/Tea,0
16744,50032722,LINCOLN FRIED CHICKEN,7188609813,BRONX,1487,WESTCHESTER AVE,10472,Chicken,0
16745,50032724,CHEONG HEI RESTAURANT,7184786688,QUEENS,8148,BAXTER AVE,11373,Chinese,0
16746,50032725,PAPA JOHN'S,7182188282,BROOKLYN,604,GRAND ST,11211,Pizza,0
16747,50032726,KRAJA CAFE,7183511551,STATEN ISLAND,837,FATHER CAPODANNO BLVD,10305,Mediterranean,1
16748,50032730,PARIS SANDWICH,2122263828,MANHATTAN,217,GRAND ST,10013,Vietnamese/Cambodian/Malaysia,1
16749,50032737,KAM'S KITCHEN,7185251167,QUEENS,21709,LINDEN BLVD,11411,Chinese,1
16750,50032739,M AND M OKUN JUICE BAR,7189753560,BROOKLYN,4930,20TH AVE,11204,"Juice, Smoothies, Fruit Salads",0
16751,50032742,KING TAI,7185131025,BROOKLYN,1095,BERGEN ST,11216,American,0
16752,50032746,JAZZY WEST INDIAN AND AMERICAN RESTAURANT,3476275239,BROOKLYN,586,ALBANY AVE,11203,Caribbean,0
16753,50032749,JERRY'S COFFEE SHOP,7188238073,BRONX,970,LONGWOOD AVE,10459,Sandwiches,1
16754,50032750,FATHER KNOWS BEST,7189756840,BROOKLYN,611A,WILSON AVE,11207,American,0
16755,50032753,AGAVI ORGANIC JUICE BAR,2123908042,MANHATTAN,72,E 7TH ST,10003,"Juice, Smoothies, Fruit Salads",0
16756,50032756,NEW SECHUN GARDEN KITCHEN,2126666868,MANHATTAN,2076,8TH AVE,10026,Chinese,0
16757,50032762,MIS ANGELITOS BAKERY,7184310001,BROOKLYN,4003,5TH AVE,11232,Mexican,0
16758,50032768,La Dinastia Latin-Chinese Cuisine,2123623801,MANHATTAN,145,W 72ND ST,10023,Chinese/Cuban,1
16759,50032771,WEST SIDE CAFE AND PIZZA,2127699939,MANHATTAN,218,W 72ND ST,10023,American,1
16760,50032777,SKYLINE DINER,7183471195,QUEENS,27127,UNION TPKE,11040,American,1
16761,50032779,VAN LEEUWEN ARTISAN ICE CREAM,9174751448,MANHATTAN,181,WAVERLY PL,10014,Caf̩/Coffee/Tea,0
16762,50032780,ABITINO'S PIZZA(CONCOURSE C),7182441344,QUEENS,ONE,JFK INTERNATIONAL AIRPORT,11430,Pizza,0
16763,50032782,CHRIS CARIBBEAN & AMERICAN RESTAURANT,7185766005,BROOKLYN,576,ROGERS AVE,11225,Caribbean,0
16764,50032783,GINZA,2128887898,MANHATTAN,800,LEXINGTON AVE,10065,Japanese,1
16765,50032787,CAFE DUSHANBE,7186769404,BROOKLYN,1788,SHEEPSHEAD BAY RD,11235,Middle Eastern,1
16766,50032788,WASSAIL,6469186835,MANHATTAN,162,ORCHARD ST,10002,American,0
16767,50032793,BLACK FLAMINGO,7183873337,BROOKLYN,168,BORINQUEN PL,11211,Vegetarian,1
16768,50032794,HAMA,5168804050,MANHATTAN,11,W 51ST ST,10019,Japanese,1
16769,50032795,CHILLAX MANHATTAN BEACH CAFE,7183682445,BROOKLYN,184,OXFORD ST,11235,Russian,0
16770,50032798,GONG CHA,2124650852,MANHATTAN,12,W 32ND ST,10001,Caf̩/Coffee/Tea,0
16771,50032812,TWIN DONUT,9147797100,MANHATTAN,5099,BROADWAY,10034,Donuts,0
16772,50032820,HOLIDAY INN EXPRESS,7187971133,BROOKLYN,625,UNION ST,11215,Continental,1
16773,50032822,RED LION INN & SUITES,7188559600,BROOKLYN,279,BUTLER ST,11217,American,1
16774,50032827,THE RIBBON,2127875656,MANHATTAN,20,W 72ND ST,10023,American,0
16775,50032828,POKITO,9179091542,BROOKLYN,155,S 4TH ST,11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
16776,50032832,POPEYES LOUISIANA KITCHEN,7186305535,BRONX,1602,BRUCKNER BLVD,10473,Chicken,0
16777,50032834,GRADE COFFEE,3479874740,BROOKLYN,101,N 8TH ST,11249,Caf̩/Coffee/Tea,0
16778,50032842,RETRO FITNESS,6469186357,MANHATTAN,1,NEW YORK PLZ,10004,"Juice, Smoothies, Fruit Salads",0
16779,50032843,SPARTAN SOUVLAKI,7188333902,BROOKLYN,8303,3RD AVE,11209,Greek,0
16780,50032844,HOT POT CENTRAL,3478995636,MANHATTAN,188,2ND AVE,10003,Asian,1
16781,50032851,HAPPY ENDING,6469983184,MANHATTAN,302,BROOME ST,10002,French,1
16782,50032852,DAILY BAGEL,2123714907,MANHATTAN,1111,1ST AVE,10065,American,1
16783,50032853,VINNY'S LUNCHBOX,7182663138,BROOKLYN,171,AVENUE U,11223,American,1
16784,50032855,SWEET TOOTH  & CATERING,7185742580,BROOKLYN,376,MARCUS GARVEY BLVD,11221,American,1
16785,50032861,BOX KITE COFFEE,2125748202,MANHATTAN,128,W 72ND ST,10023,Caf̩/Coffee/Tea,0
16786,50032862,ISLAND TRINI BURGER,3477899955,BROOKLYN,2093,NOSTRAND AVE,11210,Caribbean,0
16787,50032865,TRUMP GOLF LINKS AT FERRY POINT,7844141555,BRONX,500,HUTCHINSON RIVER PKWY,10465,American,0
16788,50032872,TANDOORI MASALA,3473782396,BROOKLYN,1695,BROADWAY,11207,Indian,0
16789,50032873,JAMEX SPORTS BAR,3479489119,BRONX,3447,BAYCHESTER AVE,10469,Caribbean,1
16790,50032876,TANNER SMITH'S,9175172283,MANHATTAN,204,W 55TH ST,10019,American,0
16791,50032878,SPOT DESSERT BAR,2126736745,MANHATTAN,5,SAINT MARKS PL,10003,Asian,0
16792,50032885,STOP & EAT,2122169196,MANHATTAN,39,W 31ST ST,10001,Sandwiches/Salads/Mixed Buffet,0
16793,50032887,PARADA 47 MEXICAN RESTAURANT,2127573737,MANHATTAN,526,W 47TH ST,10036,Mexican,0
16794,50032889,SHUN YUEN CHINESE RESTAURANT,7189333929,BRONX,234,E 194TH ST,10458,Chinese,0
16795,50032892,SUBWAY,7189848773,STATEN ISLAND,4348B,AMBOY RD,10312,Sandwiches,0
16796,50032894,MAXWELL RESTAURANT AND BAR,__________,BROOKLYN,259A,KINGSTON AVE,11213,American,1
16797,50032895,NEW KINGS MEN KITCHEN,7185743923,BROOKLYN,204,MALCOLM X BLVD,11221,Chinese,1
16798,50032898,KENNEDY FRIED CHICKEN,7183537104,BRONX,1029,E 167TH ST,10459,American,0
16799,50032900,NEW WIN CHINESE RESTAURANT,7185288775,QUEENS,14406,243RD ST,11422,Chinese,0
16800,50032905,PUNDA TIBETAN RESTAURANT,7188061485,QUEENS,3935,47TH AVE,11104,Asian,0
16801,50032907,LA CALETA RESTAURANT,7184481448,STATEN ISLAND,155,LAFAYETTE AVE,10301,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
16802,50032911,LITUATION LOUNGE,9178260047,QUEENS,11206,LIBERTY AVE,11419,"Bottled beverages, including water, sodas, juices, etc.",1
16803,50032918,EMPANADAS MONUMENTAL,9174751925,MANHATTAN,3477,BROADWAY,10031,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
16804,50032933,FUEL GRILL & JUICE BAR,2128080100,MANHATTAN,133,E 45TH ST,10017,"Juice, Smoothies, Fruit Salads",1
16805,50032935,MOBAYS KOALPOT AND GRILL,7182351645,BROOKLYN,2354,PITKIN AVE,11207,Caribbean,1
16806,50032937,FOXY JOHN'S,6468385534,MANHATTAN,143,E 47TH ST,10017,American,0
16807,50032938,JOHN DOE BAR & KITCHEN,6468824007,MANHATTAN,253,5TH AVE,10016,American,0
16808,50032939,HYATT PLACE NEW YORK MIDTOWN SOUTH,2122399100,MANHATTAN,52-54,W 36TH ST,10018,Continental,1
16809,50032946,CAPTAIN'S CAFE 33,2127797191,MANHATTAN,18,E 33RD ST,10016,Caf̩/Coffee/Tea,0
16810,50032966,DUNKIN' DONUTS/HUDSON NEWS,2125631030,MANHATTAN,625,8TH AVE,10018,Donuts,0
16811,50032967,EL TORITO MEXICAN RESTAURANT,7182392228,BRONX,2132,CRUGER AVE,10462,Mexican,1
16812,50032968,ELLIE'S DINER & RESTAURANT,7182399870,BRONX,58,METROPOLITAN OVAL,10462,American,0
16813,50032969,GOOD TASTE 360 INC,2127223388,MANHATTAN,360,E 116TH ST,10029,Chinese,0
16814,50032973,CHIPOTLE MEXICAN GRILL,6468823252,MANHATTAN,1,NEW YORK PLZ,10004,Mexican,0
16815,50032974,BRANCH OFC,7165108387,BROOKLYN,225,ROGERS AVE,11225,American,1
16816,50032975,CHIPOTLE MEXICAN GRILL,7182201276,BRONX,4760,3RD AVE,10451,Mexican,0
16817,50032977,JOONG HAN BOON (CHINESE-KOREAN DUMPLINGS AND NOODLE),7183581478,QUEENS,13620,ROOSEVELT AVE,11354,Asian,1
16818,50032980,TAQUERIA ST MARKS PL,6469645614,MANHATTAN,79,SAINT MARKS PL,10003,Mexican,0
16819,50032988,LA LOTERIA,2128589096,MANHATTAN,29,7TH AVE S,10014,Mexican,0
16820,50032991,MI GARBA,6466844797,MANHATTAN,129,4TH AVE,10003,Italian,0
16821,50032994,MILK & PULL,9173865873,QUEENS,778,SENECA AVE,11385,Caf̩/Coffee/Tea,0
16822,50033000,LAS MARGARITAS RESTAURANT,7182383972,BROOKLYN,7206,3RD AVE,11209,Mexican,1
16823,50033001,RONDEL,3473719276,BROOKLYN,2006,CONEY ISLAND AVE,11223,Eastern European,0
16824,50033010,LI'S GARDEN,7183592108,QUEENS,4287,MAIN ST,11355,Chinese,0
16825,50033012,SUBWAY,3474920094,BROOKLYN,7521,13TH AVE,11228,Soups & Sandwiches,0
16826,50033014,CROMPTON ALE HOUSE,2126580089,MANHATTAN,159,W 26TH ST,10001,American,0
16827,50033019,JUBAN,2127489782,MANHATTAN,207,10TH AVE,10011,Japanese,0
16828,50033020,VILLA CEMITA,6469644528,MANHATTAN,50,AVENUE A,10009,Mexican,1
16829,50033039,STARBUCKS,2127858409,MANHATTAN,1,NEW YORK PLZ,10004,Caf̩/Coffee/Tea,0
16830,50033040,STARBUCKS,2122475485,MANHATTAN,475,W 57TH ST,10019,Caf̩/Coffee/Tea,0
16831,50033065,CESTRAS PIZZA III,3476913492,BRONX,44,WESTCHESTER SQ,10462,Pizza/Italian,0
16832,50033067,FIVE GUYS FAMOUS BURGERS AND FRIES,9293246301,BRONX,815,HUTCHINSON RIVER PKWY,10465,American,0
16833,50033071,GABY RESTAURANT,__________,MANHATTAN,45,W 44TH ST,10036,French,0
16834,50033075,TORISHIN,2127570108,MANHATTAN,362,W 53RD ST,10019,Japanese,0
16835,50033076,LA ESQUINA DEL SABOR RESTAURANT,7184047351,QUEENS,9901,NORTHERN BLVD,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
16836,50033077,BAO BAO CAFE,3478605005,MANHATTAN,61,LEXINGTON AVE,10010,Chinese,1
16837,50033079,MADDEN'S PUB,7183649877,BRONX,25A-27,EAST BEDFORD PARK BLVD,10468,American,1
16838,50033081,SALUD ES VIDA,3477849709,QUEENS,3924,108TH ST,11368,"Juice, Smoothies, Fruit Salads",0
16839,50033094,SOFITEL NEW YORK,2123548844,MANHATTAN,45,W 44TH ST,10036,American,0
16840,50033097,SOFITEL NEW YORK,2123548844,MANHATTAN,45,WEST 44 STREET,10036,American,0
16841,50033098,EMPANADAS MONUMENTAL,3477264990,BRONX,1971,UNIVERSITY AVE,10453,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
16842,50033103,JONGRO BBQ,7189399330,QUEENS,15514,ROOSEVELT AVE,11354,Asian,1
16843,50033105,BANGKOK CUISINE,2129881112,MANHATTAN,1586,2ND AVE,10028,Thai,0
16844,50033106,EL AUTENTICO,7187770333,QUEENS,4720,BROADWAY,11103,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
16845,50033120,JAYA,2122193338,MANHATTAN,90,BAXTER ST,10013,Asian,1
16846,50033122,PARTY WELL RESTAURANT & ORIENTAL BAKERY,7188860800,QUEENS,14932,41ST AVE,11355,Korean,1
16847,50033125,CARVEL ICE CREAM,9173858044,STATEN ISLAND,762,MANOR RD,10314,"Ice Cream, Gelato, Yogurt, Ices",0
16848,50033132,UMAMI BURGER,7189075680,BROOKLYN,158,N 4TH ST,11211,American,1
16849,50033133,TEXAS CHICKEN & BURGERS,3474981100,BRONX,21,W BURNSIDE AVE,10453,Chicken,0
16850,50033140,RED ROBIN GOURMET BURGERS AND BREW,7184771063,STATEN ISLAND,2655,RICHMOND AVE,10314,American,1
16851,50033147,WEN ZHOU,7187622690,QUEENS,4128,MAIN ST,11355,Chinese,0
16852,50033150,MIA'S BAKERY,3479873194,BROOKLYN,139,SMITH ST,11201,Bakery,0
16853,50033151,GOURMET 53,2122238481,MANHATTAN,875,3RD AVE,10022,American,0
16854,50033152,BAR BOLINAS,7189359333,BROOKLYN,455,MYRTLE AVE,11205,Californian,0
16855,50033154,SANDWICH BAR,7185441014,QUEENS,7132,MAIN ST,11367,Sandwiches,1
16856,50033167,LA VILLETTA,2128290003,MANHATTAN,398,E 52ND ST,10022,Italian,1
16857,50033171,DOS TOROS,3473943844,MANHATTAN,465,LEXINGTON AVE,10017,Mexican,0
16858,50033181,BEST FUZHOU RESTAURANT,2122193328,MANHATTAN,71A,ELDRIDGE ST,10002,Chinese,1
16859,50033183,GEISHA SUSHI,2128627800,MANHATTAN,3470,BROADWAY,10031,Asian,1
16860,50033184,SHAKING CRAB/ONLY ONE PLACE,9175635368,QUEENS,3702,PRINCE ST,11354,Seafood,1
16861,50033193,INTERWICH,3474525598,QUEENS,NKA,LAGUARDIA AIRPORT,11371,American,0
16862,50033195,GONG CHA,2123437019,MANHATTAN,1,CATHERINE ST,10038,Caf̩/Coffee/Tea,0
16863,50033202,CRISPY CHICKEN RESTAURANT,7187495899,QUEENS,21552,JAMAICA AVE,11428,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
16864,50033203,TENDER,2125146000,MANHATTAN,130,W 47TH ST,10036,Steak,0
16865,50033207,ISTANBUL TURKISH,7187144300,BROOKLYN,2202,86TH ST,11214,Turkish,1
16866,50033209,NICE CHINA TOWN,3477258388,BROOKLYN,1411,FOSTER AVE,11230,Chinese,0
16867,50033210,ANGLER,3474525598,QUEENS,NKA,LAGUARDIA TERMINAL C,11371,Seafood,0
16868,50033211,KOMBU,3474525598,QUEENS,NKA,LAGUARDIA AIRPORT TERMINAL C,11371,American,0
16869,50033212,BUDDHA BODAI KOSHER VEGETARIAN RESTAURANT,2122332921,MANHATTAN,77,MULBERRY ST,10013,Vegetarian,0
16870,50033222,JUST SALAD,3474820476,MANHATTAN,315,PARK AVE S,10010,Salads,0
16871,50033230,SUBWAY,3475319900,MANHATTAN,150,W 47TH ST,10036,Sandwiches/Salads/Mixed Buffet,0
16872,50033231,JUST SALAD,2123555808,MANHATTAN,233,BROADWAY,10279,Salads,0
16873,50033233,KULU DESSERTS,3472053292,MANHATTAN,123,W 3RD ST,10012,Asian,0
16874,50033234,LEE'S KITCHEN,7182312003,BRONX,806,BURKE AVE,10467,Chinese,1
16875,50033235,OUR NEIGHBOURHOOD SPANISH RESTAURANT,7189279302,BROOKLYN,444,MOTHER GASTON BLVD,11212,Spanish,1
16876,50033236,PITCH CENTER,5512238950,MANHATTAN,99,HUDSON ST,10013,Caf̩/Coffee/Tea,0
16877,50033249,LOIS BAR,2124751400,MANHATTAN,98,AVENUE C,10009,American,0
16878,50033252,CAFE ROCHELLE,7183492700,BROOKLYN,940,MANHATTAN AVE,11222,Caf̩/Coffee/Tea,1
16879,50033254,LEGEND,3475423638,QUEENS,15814,NORTHERN BLVD,11358,Asian,0
16880,50033258,BLEU MODERN KITCHEN,7184371962,BROOKLYN,4905,13TH AVE,11219,Jewish/Kosher,0
16881,50033264,SPICE SAIGON,2126280088,MANHATTAN,1237,1ST AVE,10065,Thai,1
16882,50033265,KAI YING CHINESE RESTAURANT,7188393765,QUEENS,1821,COLLEGE POINT BLVD,11356,Filipino,0
16883,50033267,ASIA DE CUBA,2127267755,MANHATTAN,415,LAFAYETTE ST,10003,Chinese/Cuban,1
16884,50033270,EL RINCON DEL SABOR LATINO,2128400101,MANHATTAN,74,W 47TH ST,10036,Spanish,0
16885,50033271,SUBROSA,2127681962,MANHATTAN,22,LITTLE WEST 12TH ST,10014,Spanish,0
16886,50033272,MCDONALD'S,7183771151,BROOKLYN,2240,FLATBUSH AVE,11234,American,0
16887,50033273,MCDONALD'S,7183729098,BROOKLYN,2411,86TH ST,11214,American,0
16888,50033274,BUSHWICK PIZZA PARTY,9175190156,BROOKLYN,254,IRVING AVE,11237,Pizza,0
16889,50033276,ILILI BOX,9173380925,MANHATTAN,700,8TH AVE,10036,Mediterranean,0
16890,50033277,MCDONALD'S,7189794803,QUEENS,24410,MERRICK BLVD,11422,American,0
16891,50033279,MCDONALD'S,2125299770,MANHATTAN,114,DELANCEY ST,10002,Hamburgers,0
16892,50033281,LINCOLN SQUARE STEAK,2128758600,MANHATTAN,208,W 70TH ST,10023,Steak,1
16893,50033283,MAIELLA,7186061770,QUEENS,4610,CENTER BLVD,11109,Italian,1
16894,50033289,CARLO'S BAKERY,2012400506,MANHATTAN,625,8TH AVE,10018,Bakery,1
16895,50033292,COSTAS,7862817669,MANHATTAN,30,W 35TH ST,10001,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0
16896,50033295,BREAD BROTHERS BAGEL CAFE,7183810600,BROOKLYN,810,GRAND ST,11211,Delicatessen,1
16897,50033301,JOE COFFEE,2124662800,MANHATTAN,37,E 8TH ST,10003,Caf̩/Coffee/Tea,1
16898,50033304,ASTORIA PIZZA,7185451313,QUEENS,3204B,30TH AVE,11102,Pizza,1
16899,50033305,LORAX FROZEN YOGURT,6468127658,BROOKLYN,4602,8TH AVE,11220,"Ice Cream, Gelato, Yogurt, Ices",0
16900,50033308,OMIYA SUSHI,7187481977,BROOKLYN,8618,4TH AVE,11209,Japanese,1
16901,50033310,OXIDO,2122561072,MANHATTAN,18,W 23RD ST,10010,Mexican,1
16902,50033317,DAI HING RESTAURANT,7185237656,QUEENS,8785,SUTPHIN BLVD,11435,Chinese,0
16903,50033318,GREEN APPLE DELIGHT,7187777731,QUEENS,2912,CRESCENT ST,11102,"Juice, Smoothies, Fruit Salads",0
16904,50033320,SMASHBURGER,7182356900,BROOKLYN,528,GATEWAY DR,11239,American,0
16905,50033327,LUCKY CORNAGA CHINESE RESTAURANT,7188683051,QUEENS,1420,CORNAGA AVE,11691,Chinese,0
16906,50033332,PANDA,7182388268,BROOKLYN,7018,3RD AVE,11209,Chinese,0
16907,50033339,BITE OF HONG KONG,9176601103,MANHATTAN,81,CHRYSTIE ST,10002,Chinese,0
16908,50033345,YUMMY CHINESE KITCHEN,7186174795,BRONX,1811,RANDALL AVE,10473,Chinese,0
16909,50033347,NEW HARDEE,7184938485,BROOKLYN,854,FRANKLIN AVE,11225,Chinese,0
16910,50033348,HING WONG CHINESE RESTAURANT,7182997960,BRONX,1687,MACOMBS RD,10453,Chinese,0
16911,50033350,ISABELLA'S CREATIONS,3474648845,BROOKLYN,6605,13TH AVE,11219,Bakery,0
16912,50033351,CHUNG CHING CHINESE RESTAURANT,7186657533,BRONX,262-66,ALEXANDER AVE,10454,Chinese,0
16913,50033359,BONNIES GRILL,7183699527,BROOKLYN,278,5TH AVE,11215,American,1
16914,50033361,KOTTU HOUSE,9177039478,MANHATTAN,250,BROOME ST,10002,Asian,0
16915,50033364,EL ORIGINAL,9173825512,MANHATTAN,735,10TH AVE,10019,Tex-Mex,1
16916,50033365,NEW LEAF,2125685323,MANHATTAN,1,MARGARET CORBIN DR,10040,American,1
16917,50033366,POPEYES LOUISIANA KITCHEN,7187797728,QUEENS,4010,82ND ST,11373,Other,0
16918,50033369,CAFFE BENE,2124321688,MANHATTAN,816,BROADWAY,10003,Caf̩/Coffee/Tea,1
16919,50033380,TEA AND MILK,9175779051,QUEENS,3202,34TH AVE,11106,Caf̩/Coffee/Tea,0
16920,50033398,MAYA CUISINE,7187773118,QUEENS,2442,STEINWAY ST,11103,Mediterranean,1
16921,50033400,PALACE ON FULTON,7187711777,BROOKLYN,1882,FULTON ST,11233,Pizza,1
16922,50033403,GUIZHOU MIAOJIA NOODLES,9178187717,QUEENS,13655,ROOSEVELT AVE,11354,Chinese,0
16923,50033415,SUBWAY,7187085330,BRONX,839,PROSPECT AVE,10459,Sandwiches,0
16924,50033430,BEST WESTERN PREMIER HERALD SQUARE,2127761024,MANHATTAN,48,W 36TH ST,10018,American,0
16925,50033431,LEBRON RESTAURANT,7183429070,BROOKLYN,1567A,PITKIN AVE,11212,Spanish,1
16926,50033432,MADISON BAGEL AND GRILL,2126084696,MANHATTAN,5,MADISON ST,10038,American,0
16927,50033434,WING BISTRO,9174751153,MANHATTAN,1109,1ST AVE,10065,American,0
16928,50033435,UNTITLED,6466665503,MANHATTAN,99,GANSEVOORT ST,10014,American,0
16929,50033436,LA PARADA EXPRESS RESTAURANT,7189654800,BROOKLYN,460,3RD AVE,11215,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
16930,50033446,O'BRIENS PUB,7183649492,BRONX,28,E KINGSBRIDGE RD,10468,Irish,0
16931,50033448,C. LO CAFE,3479873402,BROOKLYN,39,BUSHWICK AVE,11211,American,0
16932,50033451,INDUSTRY KITCHEN,2128715602,MANHATTAN,70,SOUTH ST,10005,American,0
16933,50033454,TROPICAL PARADISE RESTAURANT AND BAKERY,7186293500,BROOKLYN,888,UTICA AVE,11203,Caribbean,0
16934,50033458,UPHOLSTRY STORE,2129296384,MANHATTAN,715,WASHINGTON ST,10014,French,0
16935,50033462,BARRYS BOOTCAMP,6465592721,MANHATTAN,135,W 20TH ST,10011,"Juice, Smoothies, Fruit Salads",0
16936,50033468,CURRENT,2123366144,MANHATTAN,111A,11th AVENUE,10011,American,0
16937,50033471,VINTAGE CURRY,7182064206,QUEENS,8777,168TH PL,11432,Bangladeshi,1
